연번,설치주소,설치형태,등용량(W),데이터 기준일,위도,경도
4454,구로구 구로2동 714-30,,25,2025-11-28,37.4867933,126.8838499
4455,구로구 구로2동 714-31,,25,2025-11-28,37.4867116,126.8838358
4456,구로구 구로2동 714-32,,50,2025-11-28,37.4866695,126.8839737
4457,구로구 구로2동 714-34,,25,2025-11-28,37.4866541,126.8841210
4458,구로구 구로2동 714-35,,50,2025-11-28,37.4867383,126.8841231
4459,구로구 구로2동 714-40,,25,2025-11-28,37.4869710,126.8840335
4460,구로구 구로2동 714-48,,50,2025-11-28,37.4869791,126.8841379
4461,구로구 구로2동 714-5,한전주,25,2025-11-28,37.4871833,126.8840247
4462,구로구 구로2동 714-6,,50,2025-11-28,37.4870802,126.8840280
4463,구로구 구로2동 714-7,,50,2025-11-28,37.4871995,126.8838812
4464,구로구 구로2동 714-8,,25,2025-11-28,37.4871273,126.8838711
4465,구로구 구로2동 715-1,,50,2025-11-28,37.4871896,126.8849401
4466,구로구 구로2동 715-10,,70,2025-11-28,37.4868481,126.8848752
4467,구로구 구로2동 715-13,,25,2025-11-28,37.4870282,126.8848269
4468,구로구 구로2동 716-17,한전주,50,2025-11-28,37.4875445,126.8845473
4469,구로구 구로2동 716-18,,50,2025-11-28,37.4874829,126.8845460
4470,구로구 구로2동 715-2,벽부형,20,2025-11-28,37.4870992,126.8849638
4471,구로구 구로동 715-23,,50,2025-11-28,37.4868950,126.8846717
4472,구로구 구로동 715-21,,50,2025-11-28,37.4869960,126.8846642
4473,구로구 구로2동 715-23,벽부형,100,2025-11-28,37.4868950,126.8846717
4474,구로구 구로2동 715-24,,50,2025-11-28,37.4868107,126.8846996
4475,구로구 구로동 718-25,,50,2025-11-28,37.4873790,126.8831466
4476,구로구 구로2동 715-32,벽부형,100,2025-11-28,37.4870512,126.8845248
4477,구로구 구로2동 715-33,벽부형,20,2025-11-28,37.4871386,126.8845198
4478,구로구 구로2동 715-36,한전주,25,2025-11-28,37.4871698,126.8844110
4479,구로구 구로2동 715-38,벽부형,20,2025-11-28,37.4870519,126.8844117
4480,구로구 구로2동 715-40,한전주,50,2025-11-28,37.4869486,126.8844134
4481,구로구 구로2동 715-42,,50,2025-11-28,37.4868472,126.8844153
4482,구로구 구로2동 715-43,,50,2025-11-28,37.4867904,126.8844130
4483,구로구 구로2동 715-9,한전주,20,2025-11-28,37.4867851,126.8848840
4484,구로구 구로2동 716-13,,50,2025-11-28,37.4877169,126.8845470
4485,구로구 구로2동 716-22,한전주,50,2025-11-28,37.4875466,126.8844257
4486,구로구 구로2동 716-3,,25,2025-11-28,37.4876543,126.8847004
4487,구로구 구로2동 716-6,,25,2025-11-28,37.4875433,126.8846726
4488,구로구 구로2동 717-1,,50,2025-11-28,37.4877423,126.8842308
4489,구로구 구로2동 717-14,한전주,25,2025-11-28,37.4875925,126.8840897
4490,구로구 구로동 717-16,폴형,25,2025-11-28,37.4877426,126.8840905
4491,구로구 구로2동 717-23,,25,2025-11-28,37.4874756,126.8839091
4492,구로구 구로2동 717-27,,50,2025-11-28,37.4873427,126.8837686
4493,구로구 구로2동 717-30,,25,2025-11-28,37.4875357,126.8837728
4494,구로구 구로2동 717-36,,25,2025-11-28,37.4877769,126.8836222
4495,구로구 구로2동 717-40,,50,2025-11-28,37.4875379,126.8836184
4496,구로구 구로2동 718-12,,50,2025-11-28,37.4874809,126.8832930
4497,구로구 구로2동 718-16,,25,2025-11-28,37.4877180,126.8832998
4498,구로구 구로2동 718-23,한전주,50,2025-11-28,37.4875426,126.8831496
4499,구로구 구로2동 718-28,한전주,25,2025-11-28,37.4873480,126.8829708
4500,구로구 구로2동 718-29,,50,2025-11-28,37.4874227,126.8829711
4501,구로구 구로2동 718-38,,50,2025-11-28,37.4877864,126.8828401
4502,구로구 구로동 718-40,벽부형,20,2025-11-28,37.4876436,126.8828374
4503,구로구 구로2동 718-44,한전주,50,2025-11-28,37.4874259,126.8828328
4504,구로구 구로2동 718-45,,25,2025-11-28,37.4873504,126.8828322
4505,구로구 구로동 718-5,한전주,25,2025-11-28,37.4875397,126.8834483
4506,구로구 구로2동 718-8,,50,2025-11-28,37.4873444,126.8834423
4507,구로구 구로2동 719-10,,25,2025-11-28,37.4880140,126.8832696
4508,구로구 구로2동 719-13,벽부형,70,2025-11-28,37.4881974,126.8833338
4509,구로구 구로2동 719-17,한전주,25,2025-11-28,37.4883227,126.8832162
4510,구로구 구로2동 720-19,,25,2025-11-28,37.4881912,126.8840016
4511,구로구 구로2동 719-2,한전주,50,2025-11-28,37.4882864,126.8834548
4512,구로구 구로2동 719-25,,25,2025-11-28,37.4881419,126.8830881
4513,구로구 구로2동 719-28,한전주,25,2025-11-28,37.4880165,126.8830863
4514,구로구 구로2동 719-3,한전주,50,2025-11-28,37.4881815,126.8834536
4515,구로구 구로2동 719-36,,25,2025-11-28,37.4882640,126.8829781
4516,구로구 구로2동 719-41,,25,2025-11-28,37.4882058,126.8828465
4517,구로구 구로2동 719-44,,50,2025-11-28,37.4880208,126.8828442
4518,구로구 구로2동 719-5,,50,2025-11-28,37.4880098,126.8834453
4519,구로구 구로2동 719-6,한전주,50,2025-11-28,37.4879178,126.8834316
4520,구로구 온수동 100-56,폴형,50,2025-11-28,37.4937524,126.8170405
4521,구로구 온수동 122-1,폴형,25,2025-11-28,37.4951958,126.8153317
4522,구로구 온수동 122-1,폴형,25,2025-11-28,37.4951958,126.8153317
4523,구로구 온수동 122-1,폴형,25,2025-11-28,37.4951958,126.8153317
4524,구로구 구로2동 720-14,,25,2025-11-28,37.4881908,126.8841123
4525,구로구 구로2동 720-17,한전주,25,2025-11-28,37.4883156,126.8840011
4526,구로구 구로2동 720-20,,25,2025-11-28,37.4881294,126.8840013
4527,구로구 구로2동 720-26,한전주,25,2025-11-28,37.4879192,126.8838702
4528,구로구 구로2동 720-26-1,,25,2025-11-28,37.4879192,126.8838702
4529,구로구 구로2동 720-36,,50,2025-11-28,37.4881611,126.8837604
4530,구로구 구로2동 720-38,,50,2025-11-28,37.4880709,126.8837585
4531,구로구 구로2동 720-6,벽부형,20,2025-11-28,37.4879476,126.8842363
4532,구로구 구로2동 721-1,한전주,25,2025-11-28,37.4883136,126.8844335
4533,구로구 구로2동 721-10,,25,2025-11-28,37.4880590,126.8845539
4534,구로구 구로동 721-11,,25,2025-11-28,37.4879277,126.8845752
4535,구로구 구로2동 721-2,,25,2025-11-28,37.4882531,126.8844454
4536,구로구 구로2동 721-7,한전주,50,2025-11-28,37.4879487,126.8844168
4537,구로구 구로2동 722-10,,25,2025-11-28,37.4885424,126.8842407
4538,구로구 구로동 722-32,한전주,25,2025-11-28,37.4888708,126.8837722
4539,구로구 구로동 722-27,,25,2025-11-28,37.4886768,126.8838954
4540,구로구 구로2동 722-4,,50,2025-11-28,37.4886019,126.8843097
4541,구로구 구로동 722-41,,25,2025-11-28,37.4886297,126.8836704
4542,구로구 구로동 722-55,한전주,25,2025-11-28,37.4888701,126.8840112
4543,구로구 구로2동 722-8,,25,2025-11-28,37.4884254,126.8843309
4544,구로구 구로동 723-1,한전주,25,2025-11-28,37.4888184,126.8834800
4545,구로구 구로2동 723-14,한전주,25,2025-11-28,37.4885444,126.8834873
4546,구로구 구로2동 723-16,,50,2025-11-28,37.4884319,126.8834742
4547,구로구 구로2동 723-19,,25,2025-11-28,37.4885477,126.8833494
4548,구로구 구로2동 723-28,,25,2025-11-28,37.4886928,126.8833687
4549,구로구 구로동 723-4,한전주,25,2025-11-28,37.4888849,126.8832413
4550,구로구 구로동 704-13,한전주,50,2025-11-28,37.4886091,126.8830761
4551,구로구 구로동 704-13,,25,2025-11-28,37.4886091,126.8830761
4552,구로구 구로동 724-16,,25,2025-11-28,37.4891693,126.8834894
4553,구로구 구로동 724-17,,50,2025-11-28,37.4891158,126.8834859
4554,구로구 구로동 704-13,,25,2025-11-28,37.4886091,126.8830761
4555,구로구 구로동 724-21,,50,2025-11-28,37.4890199,126.8832462
4556,구로구 구로동 724-22,,25,2025-11-28,37.4890480,126.8833744
4557,구로구 구로동 724-26,한전주,50,2025-11-28,37.4889917,126.8833681
4558,구로구 구로동 724-3,한전주,50,2025-11-28,37.4893748,126.8832686
4559,구로구 구로동 724-8,한전주,50,2025-11-28,37.4892939,126.8834927
4560,구로구 구로동 725-16,,25,2025-11-28,37.4893499,126.8840172
4561,구로구 구로동 725-18,한전주,25,2025-11-28,37.4893896,126.8839157
4562,구로구 구로동 725-21,한전주,25,2025-11-28,37.4891090,126.8839039
4563,구로구 구로동 725-25,,50,2025-11-28,37.4889874,126.8837756
4564,구로구 구로동 725-31,,50,2025-11-28,37.4893820,126.8837853
4565,구로구 구로동 725-38,,50,2025-11-28,37.4889879,126.8836503
4566,구로구 구로동 726-1,벽부형,20,2025-11-28,37.4899324,126.8839927
4567,구로구 구로동 726-11,,25,2025-11-28,37.4896609,126.8839292
4568,구로구 구로동 726-13,,25,2025-11-28,37.4897826,126.8839305
4569,구로구 구로동 726-17,,25,2025-11-28,37.4899608,126.8838014
4570,구로구 구로동 726-21,,25,2025-11-28,37.4897144,126.8837989
4571,구로구 구로동 726-21,,25,2025-11-28,37.4897144,126.8837989
4572,구로구 구로동 726-22,,25,2025-11-28,37.4896624,126.8837985
4573,구로구 구로동 726-25,,25,2025-11-28,37.4895332,126.8836674
4574,구로구 구로동 726-14,,25,2025-11-28,37.4898372,126.8839296
4575,구로구 구로동 726-6,,25,2025-11-28,37.4896583,126.8840734
4576,구로구 구로동 726-8,,25,2025-11-28,37.4895277,126.8840251
4577,구로구 구로동 727-10,,50,2025-11-28,37.4895635,126.8833297
4578,구로구 구로동 727-13,,25,2025-11-28,37.4897637,126.8833325
4579,구로구 구로동 727-16,,50,2025-11-28,37.4899597,126.8833370
4580,구로구 구로동 727-18,,25,2025-11-28,37.4898994,126.8832018
4581,구로구 구로동 727-19,,50,2025-11-28,37.4898337,126.8832006
4582,구로구 구로동 727-20,,50,2025-11-28,37.4897671,126.8831999
4583,구로구 구로동 727-25,,50,2025-11-28,37.4895005,126.8830437
4584,구로구 구로동 704-13,한전주,25,2025-11-28,37.4886091,126.8830761
4585,구로구 구로동 728-13,,25,2025-11-28,37.4901478,126.8833701
4586,구로구 구로동 728-19,한전주,25,2025-11-28,37.4901033,126.8835005
4587,구로구 구로동 728-2,,25,2025-11-28,37.4904444,126.8834066
4588,구로구 구로동 728-7,한전주,25,2025-11-28,37.4902826,126.8834970
4589,구로구 구로동 729-14,,25,2025-11-28,37.4902093,126.8838639
4590,구로구 구로동 729-20,한전주,25,2025-11-28,37.4900978,126.8838034
4591,구로구 구로동 729-3,한전주,50,2025-11-28,37.4904691,126.8836783
4592,구로구 구로동 729-7,,25,2025-11-28,37.4903677,126.8838752
4593,구로구 구로동 729-9,,50,2025-11-28,37.4903395,126.8836767
4594,구로구 온수동 73-1,한전주,50,2025-11-28,37.4951949,126.8173398
4595,구로구 온수동 73-10,한전주,50,2025-11-28,37.4948113,126.8179499
4596,구로구 개봉동 70-12,벽부형,70,2025-11-28,37.4982851,126.8466673
4597,구로구 개봉동 74-1,한전주,50,2025-11-28,37.4984249,126.8476545
4598,구로구 개봉동 74-1,한전주,70,2025-11-28,37.4984249,126.8476545
4599,구로구 온수동 121-1,한전주,25,2025-11-28,37.4940141,126.8183424
4600,구로구 개봉동 74-1,한전주,50,2025-11-28,37.4984249,126.8476545
4601,구로구 개봉동 74-1,폴형,70,2025-11-28,37.4984249,126.8476545
4602,구로구 온수동 73-3,한전주,50,2025-11-28,37.4951451,126.8180403
4603,구로구 개봉동 68-193,한전주,70,2025-11-28,37.4990327,126.8456392
4604,구로구 온수동 73-9,한전주,50,2025-11-28,37.4949912,126.8179389
4605,구로구 구로2동 730-26,한전주,50,2025-11-28,37.4907257,126.8854093
4606,구로구 구로동 730-76,한전주,50,2025-11-28,37.4907001,126.8843017
4607,구로구 구로2동 730-85,,50,2025-11-28,37.4906500,126.8849220
4608,구로구 구로2동 730-96,폴형,25,2025-11-28,37.4905776,126.8856000
4609,구로구 구로동 731-5,폴형,70,2025-11-28,37.4902527,126.8844088
4610,구로구 구로동 732-1,한전주,70,2025-11-28,37.4899383,126.8845986
4611,구로구 구로동 733-21,한전주,70,2025-11-28,37.4899731,126.8849802
4612,구로구 구로동 733-30,한전주,25,2025-11-28,37.4897568,126.8849487
4613,구로구 구로동 733-34,벽부형,35,2025-11-28,37.4898106,126.8852871
4614,구로구 구로동 734-11,벽부형,70,2025-11-28,37.4896957,126.8860810
4615,구로구 구로동 734-9,,70,2025-11-28,37.4898318,126.8861428
4616,구로구 구로동 735-197,벽부형,70,2025-11-28,37.4890800,126.8854358
4617,구로구 구로동 735-199,,50,2025-11-28,37.4891141,126.8854644
4618,구로구 구로동 735-7,벽부형,70,2025-11-28,37.4894047,126.8851230
4619,구로구 구로동 736-100,,,2025-11-28,37.4883775,126.8851251
4620,구로구 구로동 737-2,한전주,50,2025-11-28,37.4882205,126.8850170
4621,구로구 구로동 737-7,벽부형,70,2025-11-28,37.4880395,126.8849944
4622,구로구 구로4동 738-32,한전주,25,2025-11-28,37.4877295,126.8854044
4623,구로구 구로동 738-33,한전주,20,2025-11-28,37.4877791,126.8852880
4624,구로구 구로동 738-41,벽부형,20,2025-11-28,37.4876397,126.8852755
4625,구로구 구로동 738-58,벽부형,25,2025-11-28,37.4874996,126.8851225
4626,구로구 구로동 738-58,한전주,25,2025-11-28,37.4874996,126.8851225
4627,구로구 구로4동 738ㅡ4,한전주,50,2025-11-28,37.4879651,126.8856598
4628,구로구 구로4동 739-12,벽부형,40,2025-11-28,37.4880169,126.8858882
4629,구로구 구로4동 739-15,벽부형,70,2025-11-28,37.4881617,126.8859986
4630,구로구 구로4동 739-16,벽부형,40,2025-11-28,37.4882492,126.8860318
4631,구로구 구로4동 739-23,폴형,70,2025-11-28,37.4885173,126.8860306
4632,구로구 구로4동 739-3,벽부형,40,2025-11-28,37.4883375,126.8862278
4633,구로구 구로4동 739-30,벽부형,40,2025-11-28,37.4881607,126.8858336
4634,구로구 구로4동 739-4,한전주,50,2025-11-28,37.4882861,126.8861940
4635,구로구 구로4동 739-43,벽부형,40,2025-11-28,37.4885883,126.8859387
4636,구로구 개봉동 74-1,한전주,70,2025-11-28,37.4984249,126.8476545
4637,구로구 개봉동 74-1,한전주,50,2025-11-28,37.4984249,126.8476545
4638,구로구 구로4동 740-11,한전주,20,2025-11-28,37.4885946,126.8863898
4639,구로구 구로4동 740-14,폴형,70,2025-11-28,37.4886107,126.8862605
4640,구로구 구로4동 740-2,한전주,70,2025-11-28,37.4890256,126.8866673
4641,구로구 구로4동 740-24,폴형,40,2025-11-28,37.4888388,126.8862396
4642,구로구 구로4동 740-79,한전주,70,2025-11-28,37.4890546,126.8863960
4643,구로구 구로4동 740-29,벽부형,70,2025-11-28,37.4891257,126.8865628
4644,구로구 구로4동 740-32,벽부형,100,2025-11-28,37.4892749,126.8864646
4645,구로구 구로4동 740-46,벽부형,40,2025-11-28,37.4888253,126.8860810
4646,구로구 구로4동 740-5,벽부형,40,2025-11-28,37.4888853,126.8865702
4647,구로구 구로4동 740-50,벽부형,20,2025-11-28,37.4887122,126.8860122
4648,구로구 구로동 740-53,벽부형,70,2025-11-28,37.4887921,126.8859015
4649,구로구 구로4동 740-79,한전주,70,2025-11-28,37.4890546,126.8863960
4650,구로구 구로4동 740-8,벽부형,40,2025-11-28,37.4887386,126.8864783
4651,구로구 구로4동 740-95,한전주,70,2025-11-28,37.4889912,126.8865032
4652,구로구 구로4동 742-21,벽부형,40,2025-11-28,37.4897787,126.8876249
4653,구로구 구로4동 742-1,폴형,70,2025-11-28,37.4897632,126.8880082
4654,구로구 구로4동 742-12,벽부형,70,2025-11-28,37.4897341,126.8875046
4655,구로구 구로4동 742-13,벽부형,50,2025-11-28,37.4896974,126.8875998
4656,구로구 구로4동 742-13,벽부형,70,2025-11-28,37.4896974,126.8875998
4657,구로구 구로4동 742-15,벽부형,70,2025-11-28,37.4897436,126.8877613
4658,구로구 구로4동 742-27,한전주,70,2025-11-28,37.4894962,126.8871758
4659,구로구 구로4동 742-21,벽부형,40,2025-11-28,37.4897787,126.8876249
4660,구로구 구로4동 742-28,벽부형,40,2025-11-28,37.4894613,126.8872651
4661,구로구 구로4동 742-31,벽부형,70,2025-11-28,37.4895921,126.8873474
4662,구로구 구로4동 742-34,벽부형,40,2025-11-28,37.4894731,126.8873644
4663,구로구 구로4동 742-36,벽부형,70,2025-11-28,37.4894701,126.8874542
4664,구로구 구로4동 742-38,벽부형,70,2025-11-28,37.4894701,126.8874542
4665,구로구 구로4동 742-38,벽부형,70,2025-11-28,37.4894701,126.8874542
4666,구로구 구로4동 742-40,벽부형,40,2025-11-28,37.4894395,126.8875305
4667,구로구 구로4동 742-44,한전주,40,2025-11-28,37.4893993,126.8876309
4668,구로구 구로4동 742-47,벽부형,20,2025-11-28,37.4894122,126.8877892
4669,구로구 구로4동 742-49,벽부형,20,2025-11-28,37.4893217,126.8877297
4670,구로구 구로4동 742-57,벽부형,70,2025-11-28,37.4891030,126.8874936
4671,구로구 구로4동 742-59,벽부형,20,2025-11-28,37.4892042,126.8875428
4672,구로구 구로4동 742-66,한전주,70,2025-11-28,37.4891999,126.8871959
4673,구로구 구로4동 742-77,한전주,50,2025-11-28,37.4892778,126.8870048
4674,구로구 구로4동 743-1,한전주,50,2025-11-28,37.4889442,126.8875043
4675,구로구 구로4동 743-11,한전주,70,2025-11-28,37.4886022,126.8872283
4676,구로구 구로4동 743-11,벽부형,20,2025-11-28,37.4886022,126.8872283
4677,구로구 구로4동 743-11,한전주,70,2025-11-28,37.4886022,126.8872283
4678,구로구 구로4동 743-16,한전주,70,2025-11-28,37.4883231,126.8870972
4679,구로구 구로4동 743-18,벽부형,70,2025-11-28,37.4883084,126.8869693
4680,구로구 구로4동 743-21,한전주,20,2025-11-28,37.4884570,126.8870590
4681,구로구 구로4동 743-26,벽부형,20,2025-11-28,37.4888260,126.8871701
4682,구로구 구로4동 743-3,한전주,20,2025-11-28,37.4887907,126.8874100
4683,구로구 구로4동 743-30,한전주,20,2025-11-28,37.4890793,126.8870849
4684,구로구 구로4동 743-33,벽부형,20,2025-11-28,37.4887471,126.8869954
4685,구로구 구로4동 743-40,한전주,50,2025-11-28,37.4883645,126.8868144
4686,구로구 구로4동 743-41,한전주,70,2025-11-28,37.4884141,126.8866910
4687,구로구 구로4동 743-41,한전주,70,2025-11-28,37.4884141,126.8866910
4688,구로구 구로4동 743-43,벽부형,100,2025-11-28,37.4885211,126.8867516
4689,구로구 구로4동 743-46,한전주,70,2025-11-28,37.4886762,126.8868229
4690,구로구 구로4동 743-49,벽부형,70,2025-11-28,37.4888273,126.8868876
4691,구로구 구로4동 743-50,한전주,70,2025-11-28,37.4888765,126.8869163
4692,구로구 구로4동 743-58,벽부형,70,2025-11-28,37.4889952,126.8868326
4693,구로구 구로4동 743-6,벽부형,70,2025-11-28,37.4889868,126.8873064
4694,구로구 구로4동 743-69,한전주,20,2025-11-28,37.4890722,126.8868882
4695,구로구 구로4동 743-70,벽부형,40,2025-11-28,37.4890722,126.8868882
4696,구로구 구로4동 744-13,벽부형,70,2025-11-28,37.4878372,126.8866090
4697,구로구 구로4동 744-14,벽부형,100,2025-11-28,37.4878932,126.8866408
4698,구로구 구로4동 744-14,벽부형,70,2025-11-28,37.4878932,126.8866408
4699,구로구 구로4동 744-16,벽부형,100,2025-11-28,37.4879748,126.8867563
4700,구로구 구로4동 744-19,벽부형,100,2025-11-28,37.4881782,126.8867281
4701,구로구 구로4동 744-26,벽부형,100,2025-11-28,37.4881037,126.8866054
4702,구로구 구로4동 744-3,한전주,70,2025-11-28,37.4880638,126.8869291
4703,구로구 구로4동 744-30,벽부형,70,2025-11-28,37.4878182,126.8864653
4704,구로구 구로4동 744-45,한전주,70,2025-11-28,37.4880807,126.8864259
4705,구로구 구로4동 744-51,벽부형,100,2025-11-28,37.4879076,126.8861307
4706,구로구 구로4동 744-53,벽부형,100,2025-11-28,37.4880259,126.8862003
4707,구로구 구로4동 744-56,벽부형,70,2025-11-28,37.4881034,126.8863476
4708,구로구 구로4동 744-57,벽부형,70,2025-11-28,37.4881695,126.8863983
4709,구로구 구로4동 744-60,벽부형,40,2025-11-28,37.4883756,126.8864529
4710,구로구 구로4동 744-60,벽부형,70,2025-11-28,37.4883756,126.8864529
4711,구로구 구로동 745-11,,25,2025-11-28,37.4876931,126.8861297
4712,구로구 구로동 745-41,,25,2025-11-28,37.4872873,126.8862965
4713,구로구 구로동 745-45,,20,2025-11-28,37.4872682,126.8861919
4714,구로구 구로동 762,,50,2025-11-28,37.4876833,126.8865324
4715,구로구 구로동 745-7,,25,2025-11-28,37.4874854,126.8865750
4716,구로구 구로동 745-71,벽부형,20,2025-11-28,37.4869771,126.8860635
4717,구로구 구로동 745-8,,25,2025-11-28,37.4875560,126.8864822
4718,구로구 구로동 746-19,한전주,50,2025-11-28,37.4868492,126.8865333
4719,구로구 구로동 746-2,한전주,50,2025-11-28,37.4874446,126.8868807
4720,구로구 구로동 762-21,한전주,25,2025-11-28,37.4877853,126.8878439
4721,구로구 구로동 748-1,한전주,25,2025-11-28,37.4870796,126.8878560
4722,구로구 구로동 748-12,,50,2025-11-28,37.4871057,126.8873912
4723,구로구 구로동 748-16,,50,2025-11-28,37.4868143,126.8876583
4724,구로구 구로동 748-19,,25,2025-11-28,37.4868877,126.8875547
4725,구로구 구로동 748-2,,50,2025-11-28,37.4871162,126.8877109
4726,구로구 구로동 748-35,한전주,50,2025-11-28,37.4866914,126.8872935
4727,구로구 구로동 748-31,,25,2025-11-28,37.4866959,126.8874243
4728,구로구 구로동 748-31,,25,2025-11-28,37.4866959,126.8874243
4729,구로구 구로동 748-39,,50,2025-11-28,37.4866952,126.8871645
4730,구로구 구로동 748-40,,50,2025-11-28,37.4866484,126.8871341
4731,구로구 구로동 748-42,한전주,50,2025-11-28,37.4865666,126.8873365
4732,구로구 구로동 748-57,한전주,50,2025-11-28,37.4863385,126.8872630
4733,구로구 구로동 748-62,한전주,25,2025-11-28,37.4864705,126.8870065
4734,구로구 구로4동 749-101,벽부형,70,2025-11-28,37.4875350,126.8870856
4735,구로구 구로4동 749-11,한전주,70,2025-11-28,37.4877185,126.8872434
4736,구로구 구로4동 749-12,벽부형,70,2025-11-28,37.4876560,126.8872042
4737,구로구 구로4동 749-12,벽부형,70,2025-11-28,37.4876560,126.8872042
4738,구로구 구로4동 749-24,벽부형,40,2025-11-28,37.4874716,126.8872570
4739,구로구 구로4동 749-3,한전주,70,2025-11-28,37.4879464,126.8874875
4740,구로구 구로4동 749-36,벽부형,40,2025-11-28,37.4875472,126.8875524
4741,구로구 구로4동 749-38,벽부형,70,2025-11-28,37.4876731,126.8876814
4742,구로구 구로4동 749-40,벽부형,70,2025-11-28,37.4877848,126.8876029
4743,구로구 구로4동 749-44,폴형,70,2025-11-28,37.4879168,126.8876815
4744,구로구 구로4동 749-48,한전주,20,2025-11-28,37.4876978,126.8877856
4745,구로구 구로4동 749-9,벽부형,20,2025-11-28,37.4878466,126.8873053
4746,구로구 구로4동 750-1,한전주,20,2025-11-28,37.4880192,126.8872289
4747,구로구 구로4동 750-7,한전주,70,2025-11-28,37.4877387,126.8870600
4748,구로구 구로4동 751-14,한전주,70,2025-11-28,37.4881249,126.8876115
4749,구로구 구로4동 751-3,한전주,70,2025-11-28,37.4881915,126.8879239
4750,구로구 구로4동 751-31,벽부형,40,2025-11-28,37.4883843,126.8873387
4751,구로구 구로4동 751-35,한전주,70,2025-11-28,37.4881620,126.8873760
4752,구로구 구로4동 751-5,벽부형,40,2025-11-28,37.4880751,126.8879387
4753,구로구 구로4동 751-5,벽부형,40,2025-11-28,37.4880751,126.8879387
4754,구로구 구로4동 752-1,벽부형,70,2025-11-28,37.4887825,126.8879051
4755,구로구 구로4동 752-11,벽부형,40,2025-11-28,37.4884750,126.8878545
4756,구로구 구로4동 752-13,한전주,70,2025-11-28,37.4883730,126.8878922
4757,구로구 구로4동 752-16,한전주,40,2025-11-28,37.4884332,126.8880285
4758,구로구 구로4동 752-20,벽부형,70,2025-11-28,37.4885464,126.8882650
4759,구로구 구로4동 752-20,벽부형,50,2025-11-28,37.4885464,126.8882650
4760,구로구 구로4동 752-24,벽부형,70,2025-11-28,37.4882900,126.8880409
4761,구로구 구로4동 752-24,폴형,70,2025-11-28,37.4882900,126.8880409
4762,구로구 구로4동 752-26,폴형,70,2025-11-28,37.4888735,126.8876647
4763,구로구 구로4동 752-3,벽부형,40,2025-11-28,37.4887272,126.8879816
4764,구로구 구로4동 752-31,폴형,40,2025-11-28,37.4887368,126.8877521
4765,구로구 구로4동 752-34,폴형,70,2025-11-28,37.4886253,126.8879142
4766,구로구 구로4동 752-41,벽부형,70,2025-11-28,37.4885005,126.8875612
4767,구로구 구로4동 752-41,폴형,70,2025-11-28,37.4885005,126.8875612
4768,구로구 구로4동 752-42,한전주,70,2025-11-28,37.4884395,126.8875757
4769,구로구 구로4동 752-45,폴형,70,2025-11-28,37.4885176,126.8874234
4770,구로구 구로4동 752-46,한전주,40,2025-11-28,37.4886605,126.8876552
4771,구로구 고척동 76-232,한전주,50,2025-11-28,37.4993110,126.8650789
4772,구로구 고척동 76-1,한전주,50,2025-11-28,37.4999306,126.8664868
4773,구로구 고척동 76-137,한전주,50,2025-11-28,37.5000489,126.8667761
4774,구로구 고척동 76-77,벽부형,50,2025-11-28,37.4999996,126.8659754
4775,구로구 고척동 76-170,한전주,50,2025-11-28,37.5004993,126.8664910
4776,구로구 고척동 76-77,한전주,50,2025-11-28,37.4999996,126.8659754
4777,구로구 고척동 76-2,한전주,50,2025-11-28,37.5000551,126.8619417
4778,구로구 고척동 76-2,한전주,50,2025-11-28,37.5000551,126.8619417
4779,구로구 고척동 76-77,한전주,50,2025-11-28,37.4999996,126.8659754
4780,구로구 고척동 76-10,벽부형,70,2025-11-28,37.4991475,126.8654640
4781,구로구 고척동 76-317,벽부형,50,2025-11-28,37.4992598,126.8650129
4782,구로구 고척동 76-77,한전주,50,2025-11-28,37.4999996,126.8659754
4783,구로구 고척동 76-101,한전주,50,2025-11-28,37.5007910,126.8661255
4784,구로구 구로동 762-15,,25,2025-11-28,37.4866209,126.8870184
4785,구로구 구로4동 763-15,벽부형,40,2025-11-28,37.4890693,126.8878703
4786,구로구 구로4동 763-16,한전주,70,2025-11-28,37.4890336,126.8879754
4787,구로구 구로4동 763-17,벽부형,100,2025-11-28,37.4889840,126.8879498
4788,구로구 구로4동 763-19,한전주,70,2025-11-28,37.4888940,126.8879286
4789,구로구 구로4동 763-6,폴형,70,2025-11-28,37.4892239,126.8878577
4790,구로구 구로4동 767-145,벽부형,20,2025-11-28,37.4886947,126.8898486
4791,구로구 구로4동 767-159,폴형,70,2025-11-28,37.4885333,126.8894286
4792,구로구 구로4동 768-172,한전주,70,2025-11-28,37.4885582,126.8896771
4793,구로구 구로4동 769-254,한전주,70,2025-11-28,37.4881495,126.8887928
4794,구로구 구로4동 767-267,한전주,70,2025-11-28,37.4889749,126.8901924
4795,구로구 구로4동 770-11,벽부형,40,2025-11-28,37.4881364,126.8883331
4796,구로구 구로4동 770-11,벽부형,40,2025-11-28,37.4881364,126.8883331
4797,구로구 구로4동 770-14,벽부형,40,2025-11-28,37.4882272,126.8884998
4798,구로구 구로4동 770-15,벽부형,20,2025-11-28,37.4881726,126.8885485
4799,구로구 구로4동 770-18,,20,2025-11-28,37.4880828,126.8883774
4800,구로구 구로4동 770-19,벽부형,70,2025-11-28,37.4880277,126.8884234
4801,구로구 구로4동 770-22,벽부형,70,2025-11-28,37.4881164,126.8885945
4802,구로구 구로4동 770-3,벽부형,25,2025-11-28,37.4883322,126.8883202
